x_value,sender_rssi
1,-80
2,-82
3,-85
4,-84
5,-77
6,-78
7,-78
8,-77
9,-79
10,-77
11,-78
12,-77
13,-78
14,-75
15,-75
16,-77
17,-76
18,-77
19,-76
20,-77
21,-78
22,-75
23,-79
24,-77
25,-76
26,-77
27,-79
28,-79
29,-76
30,-79
31,-79
32,-78
33,-78
34,-78
35,-76
36,-77
37,-78
38,-77
39,-77
40,-79
41,-79
42,-77
43,-78
44,-77
45,-76
46,-77
47,-77
48,-77
49,-75
50,-76
51,-77
52,-77
53,-77
54,-77
55,-77
56,-75
57,-78
58,-78
59,-78
60,-79
61,-79
62,-77
63,-78
64,-78
65,-79
66,-79
67,-78
68,-79
69,-79
70,-78
71,-79
72,-78
73,-78
74,-80
75,-77
76,-80
77,-77
78,-78
79,-78
80,-78
81,-75
82,-78
83,-79
84,-79
85,-79
86,-77
87,-79
88,-77
89,-79
90,-79
91,-79
92,-77
93,-81
94,-79
95,-77
96,-81
97,-79
98,-78
99,-79
100,-76
101,-77
102,-75
103,-76
104,-79
105,-80
106,-76
107,-76
108,-77
109,-77
110,-77
111,-78
112,-78
113,-76
114,-81
115,-79
116,-78
117,-80
118,-77
119,-79
120,-77
121,-79
122,-76
123,-81
124,-79
125,-80
126,-80
127,-79
128,-78
129,-79
130,-79
131,-79
132,-78
133,-81
134,-81
135,-81
136,-83
137,-83
138,-82
139,-82
140,-81
141,-81
142,-79
143,-78
144,-79
145,-78
146,-79
147,-79
148,-77
149,-77
150,-78
151,-78
152,-78
153,-78
154,-78
155,-77
156,-78
157,-78
158,-81
159,-79
160,-80
161,-80
162,-80
163,-79
164,-77
165,-76
166,-78
167,-77
168,-79
169,-77
170,-77
171,-77
172,-78
173,-76
174,-78
175,-79
176,-78
177,-78
178,-77
179,-77
180,-77
181,-78
182,-78
183,-77
184,-79
185,-81
186,-79
187,-81
188,-78
189,-78
190,-77
191,-76
192,-82
193,-79
194,-78
195,-80
196,-81
197,-81
198,-82
199,-77
200,-78
201,-80
202,-78
203,-80
204,-77
205,-82
206,-80
207,-79
208,-79
209,-79
210,-78
211,-77
212,-78
213,-78
214,-77
215,-78
216,-78
217,-77
218,-77
219,-77
220,-77
221,-79
222,-77
223,-77
224,-76
225,-76
226,-77
227,-76
228,-78
229,-78
230,-76
231,-76
232,-75
233,-76
234,-76
235,-75
236,-76
237,-77
238,-76
239,-77
240,-76
241,-77
242,-78
243,-78
244,-78
245,-77
246,-77
247,-77
248,-79
250,-77
251,-77
252,-78
253,-77
254,-77
