x_value,sender_rssi
1,-69
2,-68
3,-69
4,-68
5,-69
6,-66
7,-68
8,-67
9,-68
10,-68
11,-69
12,-67
13,-68
14,-70
15,-67
16,-66
17,-68
18,-69
19,-68
20,-69
21,-69
22,-67
23,-69
24,-72
25,-68
26,-72
27,-71
28,-71
29,-71
30,-71
31,-70
32,-71
33,-70
34,-69
35,-68
36,-69
37,-68
38,-69
39,-68
40,-71
41,-68
42,-68
43,-67
44,-68
45,-68
46,-69
47,-68
48,-68
49,-68
50,-68
51,-68
52,-67
53,-68
54,-67
55,-67
56,-68
57,-67
58,-68
59,-68
60,-69
61,-68
62,-68
63,-69
64,-69
65,-70
66,-69
67,-68
68,-68
69,-66
70,-66
71,-69
72,-69
73,-69
74,-68
75,-68
76,-68
77,-68
78,-68
79,-69
80,-68
81,-68
82,-67
83,-69
84,-67
85,-68
86,-67
87,-68
88,-67
89,-69
90,-65
91,-68
92,-70
93,-69
94,-69
95,-70
96,-72
97,-69
98,-70
99,-70
100,-67
101,-69
102,-65
103,-68
104,-68
105,-67
106,-67
107,-67
108,-67
109,-68
110,-67
111,-66
112,-67
113,-67
114,-68
115,-68
116,-67
117,-68
118,-67
119,-67
120,-68
121,-69
122,-66
123,-66
124,-67
125,-67
126,-67
127,-67
128,-66
129,-66
130,-67
131,-67
132,-66
133,-66
134,-67
135,-68
