x_value,sender_rssi
0,0
1,-86
2,-78
3,-81
4,-83
5,-80
7,-85
8,-92
9,-82
10,-79
11,-88
12,-89
13,-83
14,-83
15,-86
16,-89
17,-79
18,-79
19,-85
20,-88
21,-87
22,-81
23,-83
24,-80
25,-80
26,-80
27,-79
28,-80
29,-80
30,-80
31,-85
32,-74
33,-74
34,-73
35,-73
36,-73
37,-74
38,-74
39,-74
40,-73
41,-75
42,-75
43,-74
44,-74
45,-72
46,-73
47,-73
48,-72
49,-72
50,-74
51,-72
52,-73
53,-73
54,-73
55,-73
56,-72
57,-72
58,-74
59,-75
60,-75
61,-73
62,-75
63,-74
64,-77
65,-77
66,-75
67,-75
68,-79
69,-77
70,-75
71,-73
72,-73
73,-74
74,-74
75,-72
76,-73
77,-74
78,-74
79,-73
80,-74
81,-73
82,-74
83,-73
84,-73
85,-73
86,-72
87,-72
89,-70
90,-74
91,-74
92,-74
93,-74
94,-74
95,-73
96,-73
97,-74
98,-73
99,-72
100,-70
101,-71
102,-71
103,-70
104,-71
105,-70
106,-68
107,-70
108,-71
109,-71
110,-72
112,-71
113,-68
114,-69
115,-72
116,-71
117,-70
118,-70
119,-71
120,-70
121,-70
