x_value,sender_rssi
401,-79
402,-79
403,-79
404,-80
405,-80
406,-81
407,-81
408,-80
409,-80
410,-80
411,-80
412,-80
413,-80
414,-80
415,-80
416,-80
417,-80
418,-80
419,-80
420,-80
422,-80
423,-79
424,-80
425,-82
426,-83
427,-83
428,-79
429,-79
430,-79
431,-80
432,-80
433,-79
434,-80
435,-80
436,-80
437,-80
438,-81
439,-80
440,-81
441,-81
442,-81
443,-83
444,-80
445,-80
446,-80
447,-80
448,-80
449,-82
450,-83
451,-81
452,-80
453,-80
454,-81
455,-81
456,-80
457,-80
458,-80
459,-80
460,-80
461,-80
462,-80
463,-80
464,-80
465,-80
466,-80
467,-80
468,-80
469,-80
470,-81
471,-81
472,-81
473,-80
474,-81
475,-81
476,-80
477,-80
478,-83
479,-80
480,-81
481,-80
482,-80
483,-82
484,-81
485,-80
486,-80
487,-81
488,-81
489,-81
490,-81
491,-80
492,-81
493,-81
494,-80
495,-81
496,-81
497,-81
498,-81
499,-81
500,-81
