x_value,sender_rssi
1,-99
2,-103
3,-100
4,-105
5,-96
6,-95
7,-94
8,-94
9,-94
10,-95
11,-95
12,-95
13,-95
14,-95
15,-95
16,-95
17,-95
18,-94
19,-95
20,-95
21,-95
22,-96
23,-94
24,-94
25,-94
26,-96
27,-94
28,-94
29,-94
30,-91
31,-93
32,-93
33,-94
34,-95
35,-93
36,-95
37,-93
38,-94
39,-97
40,-99
41,-97
42,-94
43,-95
44,-95
45,-96
46,-95
47,-95
48,-96
49,-95
50,-96
51,-95
52,-94
53,-95
54,-92
55,-95
56,-93
57,-95
58,-95
59,-94
60,-95
61,-95
62,-95
63,-94
64,-93
65,-95
66,-93
67,-95
68,-94
69,-95
70,-94
71,-95
72,-95
73,-95
74,-95
75,-94
76,-95
77,-94
78,-96
79,-93
80,-95
81,-94
82,-95
83,-98
84,-96
85,-97
86,-94
87,-96
88,-98
89,-96
90,-93
91,-92
92,-91
93,-94
94,-96
95,-94
96,-93
97,-93
98,-94
99,-93
100,-94
101,-94
102,-94
103,-94
104,-94
105,-95
106,-93
107,-92
108,-92
109,-93
110,-95
111,-94
112,-93
113,-94
114,-94
115,-95
116,-94
117,-95
118,-94
119,-93
120,-94
121,-93
122,-94
123,-93
124,-96
125,-98
126,-96
127,-94
128,-92
129,-92
130,-99
131,-97
132,-94
133,-94
134,-94
135,-91
136,-92
137,-94
138,-92
139,-91
140,-93
141,-94
142,-93
143,-95
144,-94
145,-94
146,-95
147,-94
148,-95
149,-94
150,-93
151,-92
152,-92
153,-92
154,-94
155,-93
156,-93
