x_value,sender_rssi
7,-78
8,-77
9,-74
10,-75
11,-76
12,-74
13,-77
14,-76
15,-75
16,-76
17,-79
18,-77
19,-75
20,-77
21,-78
22,-75
23,-76
24,-76
25,-75
26,-76
27,-75
28,-74
29,-76
30,-76
31,-76
32,-75
33,-76
34,-75
35,-76
36,-77
40,-73
41,-76
42,-75
44,-78
45,-75
47,-77
49,-75
50,-78
51,-77
52,-74
53,-74
54,-76
55,-77
56,-76
57,-77
58,-77
59,-78
60,-78
61,-74
62,-78
63,-78
64,-78
65,-76
66,-78
67,-79
68,-77
69,-78
70,-77
71,-77
72,-79
73,-79
74,-77
75,-77
76,-78
77,-75
78,-76
79,-77
80,-76
81,-78
82,-76
83,-76
84,-77
85,-78
86,-79
87,-75
88,-75
89,-74
90,-74
92,-75
93,-74
95,-78
96,-77
97,-76
99,-77
101,-77
102,-74
103,-74
104,-74
105,-74
106,-75
107,-75
108,-75
110,-75
111,-74
112,-74
113,-74
114,-75
115,-73
116,-74
117,-73
118,-73
119,-75
120,-73
121,-73
122,-74
123,-74
124,-76
125,-77
126,-74
127,-73
128,-75
129,-73
130,-75
131,-73
132,-75
133,-73
134,-75
135,-74
136,-76
137,-74
138,-73
