x_value,sender_rssi
1,-92
2,-91
3,-92
4,-88
5,-93
6,-82
7,-81
8,-76
9,-80
10,-80
11,-87
12,-79
13,-78
14,-78
15,-84
16,-76
17,-84
18,-80
19,-78
20,-88
21,-84
22,-81
23,-81
24,-82
25,-86
26,-87
27,-81
28,-87
29,-83
31,-82
32,-82
33,-80
34,-82
35,-79
37,-79
38,-82
39,-79
40,-84
41,-86
42,-84
43,-84
44,-87
45,-81
46,-86
47,-83
48,-87
49,-81
50,-87
51,-84
52,-83
53,-87
54,-84
55,-81
56,-78
57,-87
58,-80
59,-83
60,-79
61,-78
62,-80
63,-85
64,-84
65,-78
66,-84
67,-77
68,-81
69,-80
70,-78
71,-76
72,-80
73,-79
74,-80
75,-86
76,-88
77,-80
78,-80
79,-83
80,-80
81,-79
82,-82
83,-79
84,-79
85,-80
86,-77
87,-84
88,-78
89,-83
90,-82
91,-82
92,-85
93,-83
94,-81
95,-79
96,-80
97,-79
98,-80
99,-82
100,-80
101,-78
102,-74
103,-80
104,-73
105,-76
106,-73
107,-75
108,-75
109,-74
110,-76
111,-74
113,-75
114,-73
115,-74
116,-77
118,-73
119,-73
120,-76
121,-78
122,-74
123,-77
124,-74
125,-76
126,-77
127,-74
128,-75
129,-73
130,-73
131,-77
132,-76
133,-80
134,-75
135,-74
136,-74
137,-76
138,-80
139,-76
140,-77
141,-74
142,-73
143,-80
144,-81
145,-76
146,-78
147,-73
148,-77
150,-79
151,-75
152,-78
153,-73
154,-78
155,-73
156,-80
157,-75
158,-80
159,-73
160,-78
161,-75
162,-78
163,-73
164,-78
165,-76
166,-74
167,-78
168,-73
169,-75
170,-73
171,-80
172,-79
173,-76
174,-81
175,-82
176,-80
177,-79
178,-82
179,-65
180,-64
181,-65
182,-69
183,-63
184,-65
185,-64
186,-70
187,-68
188,-63
189,-70
190,-63
191,-64
192,-71
193,-64
194,-69
195,-68
196,-65
197,-64
198,-65
199,-66
200,-70
201,-76
202,-70
203,-69
204,-70
205,-69
206,-67
207,-76
208,-70
209,-71
210,-74
211,-69
212,-69
213,-71
214,-70
215,-69
216,-68
217,-74
218,-67
219,-61
220,-63
221,-61
222,-62
223,-67
224,-62
225,-64
226,-63
227,-63
228,-62
229,-65
230,-68
231,-62
232,-66
233,-62
234,-63
235,-64
236,-66
237,-67
238,-63
239,-63
240,-65
241,-64
242,-65
243,-66
244,-66
245,-65
246,-67
247,-60
248,-60
249,-67
250,-62
251,-61
252,-61
253,-63
254,-62
255,-65
256,-62
257,-65
258,-73
259,-68
260,-69
261,-67
262,-67
263,-73
264,-68
265,-71
266,-73
267,-68
268,-66
269,-69
270,-69
271,-69
272,-67
273,-69
274,-68
275,-67
276,-69
277,-68
278,-72
279,-66
280,-72
281,-72
282,-70
283,-73
284,-67
285,-68
286,-73
287,-73
288,-67
289,-66
290,-73
291,-67
292,-68
293,-67
294,-67
295,-68
296,-66
297,-66
298,-69
299,-73
300,-68
301,-68
302,-70
303,-66
304,-67
305,-70
306,-73
307,-68
308,-67
309,-68
310,-67
311,-66
312,-70
313,-73
314,-71
315,-70
316,-67
317,-67
318,-70
319,-64
320,-63
321,-75
322,-66
323,-71
324,-69
325,-67
326,-66
327,-67
328,-66
329,-70
330,-67
331,-67
332,-70
333,-65
334,-71
335,-67
336,-72
337,-69
338,-71
339,-69
340,-68
341,-71
342,-70
343,-66
344,-67
345,-70
346,-69
347,-74
348,-67
349,-68
350,-65
351,-64
352,-65
353,-66
354,-64
355,-66
356,-64
357,-64
358,-65
359,-70
360,-64
361,-64
362,-66
363,-69
364,-64
365,-67
366,-63
367,-65
368,-64
369,-63
370,-65
371,-68
372,-66
373,-68
374,-71
375,-65
376,-71
377,-63
378,-64
379,-63
380,-63
381,-64
382,-68
383,-64
384,-65
385,-63
386,-64
387,-70
388,-63
389,-65
390,-67
391,-64
392,-64
393,-63
394,-65
396,-65
397,-65
398,-65
399,-66
400,-66
401,-70
402,-64
403,-72
404,-65
405,-65
406,-64
407,-69
408,-66
409,-65
410,-83
411,-81
412,-72
413,-75
414,-68
