x_value,sender_rssi
1,-86
2,-88
3,-90
4,-88
5,-89
6,-99
7,-95
8,-91
9,-92
10,-91
11,-95
12,-93
13,-91
14,-91
15,-93
16,-90
17,-91
18,-93
19,-91
20,-91
21,-91
22,-92
23,-91
24,-90
25,-92
26,-90
27,-94
28,-95
29,-93
30,-93
31,-93
32,-92
33,-91
34,-92
35,-91
36,-93
37,-91
38,-91
39,-89
40,-91
41,-91
42,-91
43,-90
44,-89
45,-91
46,-93
47,-94
48,-94
49,-91
50,-93
51,-93
52,-92
53,-91
54,-92
55,-92
56,-91
57,-92
58,-92
59,-95
60,-95
61,-95
62,-93
63,-92
64,-94
65,-93
66,-93
67,-90
68,-89
69,-89
70,-88
71,-93
72,-93
73,-89
74,-91
75,-91
76,-91
77,-91
78,-93
79,-90
80,-90
81,-98
82,-93
83,-91
84,-92
85,-92
86,-90
87,-94
88,-96
89,-93
90,-90
91,-91
92,-93
93,-96
94,-100
95,-95
96,-97
97,-93
98,-91
99,-94
100,-89
101,-90
102,-89
103,-95
104,-90
105,-89
106,-95
107,-86
108,-86
109,-88
110,-90
111,-94
112,-92
113,-89
114,-91
115,-89
116,-88
117,-93
118,-91
119,-88
120,-89
121,-87
122,-91
123,-89
124,-92
125,-91
126,-88
127,-88
128,-93
129,-90
130,-90
131,-91
132,-88
133,-91
134,-91
135,-91
136,-91
137,-92
138,-91
139,-88
140,-92
141,-92
142,-92
143,-88
144,-93
145,-90
146,-87
147,-89
148,-88
149,-87
150,-89
151,-89
152,-89
153,-89
154,-89
155,-89
156,-90
157,-90
158,-89
159,-89
160,-87
161,-87
162,-88
163,-90
164,-88
165,-90
166,-88
167,-91
168,-92
169,-89
170,-87
171,-85
172,-87
173,-90
174,-90
175,-89
176,-89
177,-91
178,-88
179,-88
180,-87
181,-88
182,-91
183,-90
184,-87
185,-89
186,-86
187,-86
188,-87
189,-94
190,-90
191,-86
192,-93
193,-103
194,-92
195,-93
196,-96
197,-96
198,-92
199,-92
200,-97
