x_value,sender_rssi
1,-101
2,-108
3,-115
4,-103
5,-101
6,-95
7,-101
8,-107
9,-109
10,-96
11,-98
12,-99
13,-103
14,-103
15,-105
16,-102
17,-101
18,-100
19,-101
20,-101
21,-99
22,-100
23,-102
24,-103
25,-107
26,-109
27,-105
28,-102
29,-101
30,-101
31,-102
32,-100
33,-100
34,-96
35,-100
36,-100
37,-101
38,-100
39,-102
40,-104
41,-103
42,-103
43,-102
44,-100
45,-100
46,-101
47,-101
48,-102
49,-99
50,-104
51,-103
52,-101
53,-103
54,-101
55,-103
56,-101
57,-101
58,-103
59,-103
60,-101
61,-103
62,-101
63,-103
64,-102
66,-104
67,-104
68,-107
69,-102
70,-99
71,-106
72,-101
73,-102
74,-100
75,-98
76,-99
77,-98
78,-100
79,-101
80,-96
81,-103
82,-102
83,-98
84,-103
85,-102
86,-100
87,-99
88,-100
89,-100
90,-99
91,-98
92,-104
93,-98
94,-100
95,-97
96,-100
97,-98
98,-101
99,-102
100,-100
101,-101
102,-98
103,-96
104,-98
105,-97
106,-98
107,-95
108,-97
109,-97
110,-98
111,-97
112,-99
113,-96
114,-98
115,-99
116,-96
117,-99
118,-101
119,-97
120,-97
121,-96
122,-94
123,-95
124,-97
125,-101
126,-100
127,-100
128,-97
129,-98
130,-100
131,-100
132,-102
133,-96
134,-95
135,-99
136,-98
137,-97
138,-96
139,-97
140,-96
141,-98
142,-100
143,-96
144,-95
145,-95
146,-97
147,-95
148,-99
149,-98
150,-96
151,-98
152,-97
153,-99
154,-98
155,-98
156,-98
157,-99
158,-99
159,-100
160,-100
161,-99
162,-97
163,-100
165,-101
166,-102
167,-104
168,-100
169,-103
170,-97
171,-100
172,-100
173,-99
174,-100
175,-101
176,-100
177,-97
178,-100
179,-100
180,-105
181,-99
182,-101
183,-100
184,-99
185,-100
186,-97
187,-97
188,-97
189,-98
190,-96
191,-99
192,-103
193,-103
194,-103
195,-118
196,-101
197,-101
198,-99
199,-114
200,-99
