x_value,power,SF,CR,temperature,pressure,humidity,altitude,sender_rssi
150,3,7,5,26.14,998.59,65.81,122.44,-78
151,3,7,5,25.82,998.61,64.61,122.94,-79
152,3,7,5,25.58,998.57,64.12,123.03,-79
153,3,7,5,25.35,998.61,64.16,122.44,-79
154,3,7,5,25.17,998.65,64.36,122.27,-80
155,3,7,5,25.02,998.69,64.41,121.93,-79
156,3,7,5,24.92,998.69,64.53,121.76,-79
157,3,7,5,24.93,998.71,65.09,121.43,-79
158,3,7,5,24.9,998.69,65.47,121.76,-91
159,3,7,5,24.87,998.77,65.59,121.26,-79
160,3,7,5,24.89,998.77,65.92,121.26,-82
161,3,7,5,24.96,998.79,66.23,121.09,-84
162,3,7,5,25.06,998.77,66.54,120.92,-83
163,3,7,5,25.19,998.79,66.91,120.92,-78
164,3,7,5,25.27,998.77,66.82,121.26,-85
165,3,7,5,25.35,998.79,66.64,121.26,-85
166,3,7,5,25.48,998.79,66.49,121.26,-83
167,3,7,5,25.68,998.75,66.71,121.43,-79
168,3,7,5,25.82,998.73,66.68,121.93,-80
169,3,7,5,25.85,998.65,66.19,122.44,-79
170,3,7,5,25.68,998.63,65.11,122.44,-80
171,3,7,5,25.49,998.63,64.22,122.44,-80
172,3,7,5,25.33,998.63,63.68,122.44,-80
173,3,7,5,25.21,998.69,63.51,121.93,-81
174,3,7,5,25.07,998.69,63.56,121.93,-81
175,3,7,5,24.96,998.69,63.75,121.93,-81
176,3,7,5,24.95,998.67,64.29,122.44,-81
177,3,7,5,24.87,998.63,64.71,122.61,-80
178,3,7,5,24.76,998.65,64.66,122.27,-80
179,3,7,5,24.68,998.69,64.54,122.27,-80
180,3,7,5,24.61,998.65,64.78,121.93,-80
181,3,7,5,24.54,998.69,65.12,121.93,-81
182,3,7,5,24.51,998.69,65.49,121.93,-81
183,3,7,5,24.49,998.65,65.85,122.27,-81
184,3,7,5,24.5,998.63,66.01,122.44,-79
185,3,7,5,24.51,998.69,66.15,121.93,-81
186,3,7,5,24.52,998.73,66.17,121.6,-80
187,3,7,5,24.52,998.73,66.24,121.43,-81
188,3,7,5,24.57,998.77,66.5,121.26,-79
189,3,7,5,24.65,998.73,66.97,121.6,-80
190,3,7,5,24.8,998.73,67.61,121.6,-80
191,3,7,5,24.92,998.75,67.9,121.43,-79
192,3,7,5,24.98,998.73,67.49,121.43,-80
193,3,7,5,25.02,998.79,67.14,121.43,-80
194,3,7,5,25.09,998.79,66.97,120.92,-79
195,3,7,5,25.16,998.77,66.75,121.09,-81
196,3,7,5,25.21,998.77,66.7,120.92,-81
197,3,7,5,25.27,998.75,66.76,121.26,-79
198,3,7,5,25.39,998.75,67.03,121.43,-80
199,3,7,5,25.53,998.75,67.57,121.76,-80
