x_value,sender_rssi
101,-87
102,-88
103,-87
104,-92
105,-89
106,-85
107,-88
108,-88
109,-87
110,-88
111,-86
112,-87
113,-85
114,-86
115,-84
116,-83
117,-86
118,-85
119,-83
120,-90
121,-84
122,-84
123,-84
124,-84
125,-84
126,-84
127,-84
128,-83
129,-85
130,-86
131,-85
132,-83
133,-88
134,-84
135,-85
136,-84
137,-89
138,-84
139,-83
140,-84
141,-83
142,-83
143,-90
144,-89
145,-89
146,-84
147,-86
148,-83
149,-90
150,-85
151,-85
152,-84
153,-84
154,-84
155,-89
156,-86
157,-85
158,-90
159,-83
160,-83
161,-83
162,-84
163,-85
164,-85
165,-84
166,-83
167,-91
168,-90
169,-88
170,-84
171,-86
172,-88
173,-91
174,-85
175,-85
176,-85
177,-89
178,-84
179,-88
180,-84
181,-84
182,-85
183,-84
184,-90
185,-84
186,-84
187,-88
188,-83
189,-85
190,-85
191,-87
192,-86
193,-85
194,-86
195,-86
196,-86
197,-84
198,-86
199,-85
200,-86
