x_value,sender_rssi
601,-103
602,-102
603,-110
604,-104
605,-100
606,-103
607,-103
608,-104
609,-99
610,-100
611,-104
612,-98
613,-101
614,-112
615,-112
616,-104
617,-109
618,-110
619,-112
620,-112
621,-105
622,-105
623,-100
624,-103
625,-100
626,-103
627,-103
628,-108
629,-107
630,-101
631,-98
632,-108
633,-103
634,-99
635,-99
636,-109
637,-104
638,-103
639,-101
640,-101
641,-107
642,-104
643,-101
644,-101
645,-97
646,-100
647,-100
648,-95
649,-97
650,-96
651,-98
652,-96
653,-97
654,-97
655,-98
656,-102
657,-104
658,-104
659,-105
660,-98
661,-98
662,-101
663,-99
664,-106
665,-102
666,-101
667,-101
668,-103
669,-103
670,-101
671,-101
672,-106
673,-108
674,-110
675,-102
676,-100
677,-102
678,-104
680,-110
681,-107
682,-113
683,-111
684,-108
685,-107
686,-106
687,-107
688,-103
689,-103
690,-106
691,-103
692,-104
693,-102
694,-103
695,-103
696,-103
697,-104
698,-98
699,-103
700,-94
701,-103
702,-107
703,-104
704,-103
705,-105
706,-104
707,-106
708,-104
709,-102
710,-101
711,-104
712,-101
713,-102
714,-102
715,-100
716,-98
717,-99
718,-99
719,-103
720,-101
721,-102
722,-106
723,-110
724,-103
725,-107
726,-109
727,-106
728,-105
729,-103
730,-104
731,-105
732,-113
733,-112
734,-108
735,-111
736,-105
737,-105
738,-106
739,-107
740,-105
741,-109
742,-103
743,-104
744,-112
745,-105
746,-107
747,-102
748,-99
749,-102
750,-104
751,-105
752,-106
753,-103
754,-111
755,-103
756,-110
757,-106
758,-105
759,-104
760,-107
761,-103
762,-111
763,-104
764,-105
765,-107
766,-107
767,-110
768,-111
769,-110
770,-110
771,-111
772,-105
773,-107
774,-107
775,-106
776,-105
777,-105
778,-105
779,-105
780,-110
781,-107
782,-110
783,-104
784,-106
785,-102
786,-107
787,-100
788,-99
789,-104
790,-107
791,-106
792,-101
793,-102
794,-109
795,-112
796,-106
797,-105
798,-104
799,-102
800,-104
