x_value,sender_rssi
201,-79
202,-77
203,-77
204,-78
206,-78
207,-79
209,-78
210,-82
211,-82
212,-79
213,-82
214,-79
215,-79
216,-79
217,-78
218,-81
219,-76
220,-79
221,-78
222,-80
223,-78
224,-79
225,-78
226,-78
227,-78
228,-78
229,-79
230,-80
231,-82
233,-78
234,-80
235,-79
236,-79
237,-79
239,-78
240,-79
241,-78
242,-79
243,-78
244,-82
245,-78
246,-78
247,-78
248,-76
249,-78
250,-78
251,-78
252,-78
253,-78
254,-78
255,-79
256,-78
257,-78
258,-76
259,-80
260,-78
261,-78
263,-76
264,-79
266,-78
267,-79
268,-76
269,-78
270,-79
271,-78
273,-77
275,-78
277,-78
278,-78
280,-80
281,-80
282,-78
284,-75
285,-78
286,-78
289,-78
290,-79
291,-78
293,-79
294,-81
297,-81
298,-78
299,-78
300,-80
