x_value,sender_rssi
1,-60
2,-57
3,-60
4,-59
5,-59
6,-59
7,-59
8,-64
9,-59
10,-61
11,-64
12,-58
13,-59
14,-62
15,-59
16,-64
17,-62
18,-63
19,-61
20,-58
21,-57
22,-58
23,-60
24,-61
25,-61
26,-61
27,-59
28,-61
29,-61
30,-62
31,-61
32,-59
33,-61
34,-61
35,-64
36,-61
37,-62
38,-62
39,-58
40,-59
41,-59
42,-59
43,-58
44,-57
45,-60
46,-59
47,-59
48,-57
49,-59
50,-59
51,-59
52,-58
53,-59
55,-59
56,-59
57,-57
58,-59
59,-58
61,-57
62,-58
63,-59
65,-59
66,-58
67,-59
69,-58
72,-59
73,-58
74,-58
75,-58
76,-59
77,-61
78,-57
79,-59
80,-58
81,-58
82,-58
83,-59
84,-59
85,-57
86,-58
87,-57
88,-58
89,-58
90,-58
91,-59
92,-56
93,-57
94,-59
95,-59
96,-58
97,-58
98,-59
99,-59
100,-57
101,-57
102,-57
103,-57
104,-57
105,-57
106,-57
107,-57
108,-56
109,-57
110,-57
111,-56
112,-60
113,-57
114,-57
115,-57
116,-57
117,-59
118,-57
119,-57
120,-57
121,-57
122,-57
123,-57
124,-57
125,-57
126,-57
127,-57
128,-57
129,-60
130,-56
131,-56
132,-57
133,-57
134,-57
135,-57
136,-57
137,-57
138,-57
139,-56
140,-57
141,-57
142,-57
143,-56
144,-56
145,-56
147,-57
148,-57
149,-57
150,-57
151,-58
152,-57
153,-56
154,-57
155,-57
156,-57
157,-57
158,-57
159,-57
160,-56
161,-57
162,-57
163,-57
164,-57
165,-57
166,-57
167,-56
168,-56
169,-56
170,-56
171,-56
172,-57
173,-57
174,-57
175,-57
176,-57
177,-57
178,-57
179,-56
180,-56
181,-56
182,-57
183,-57
184,-56
185,-56
186,-56
187,-57
188,-57
189,-56
190,-56
191,-56
192,-57
193,-57
194,-57
195,-58
196,-57
197,-56
198,-56
199,-56
200,-56
201,-58
202,-56
203,-57
204,-56
205,-57
206,-58
207,-57
208,-58
209,-56
210,-57
211,-57
212,-59
213,-56
214,-57
215,-58
217,-57
218,-56
219,-58
220,-57
221,-56
222,-57
223,-57
224,-57
225,-57
226,-57
227,-57
228,-57
