x_value,sender_rssi
301,-62
302,-62
303,-64
304,-63
305,-64
306,-62
307,-64
308,-62
309,-62
310,-62
311,-62
312,-62
313,-62
314,-62
315,-63
316,-63
317,-62
318,-62
319,-61
320,-63
321,-62
322,-62
323,-62
324,-62
325,-62
326,-63
327,-63
328,-63
329,-63
330,-62
331,-63
332,-63
333,-63
334,-62
335,-63
336,-63
337,-62
338,-62
339,-63
340,-63
341,-64
342,-63
343,-62
344,-63
345,-63
346,-62
347,-63
348,-62
349,-62
350,-62
351,-62
352,-63
353,-61
354,-63
355,-62
356,-62
357,-62
358,-62
359,-63
360,-62
361,-63
362,-62
363,-62
364,-63
365,-62
366,-62
367,-62
368,-61
369,-62
370,-63
371,-62
372,-63
373,-63
374,-62
375,-63
377,-67
378,-62
379,-62
380,-64
381,-62
382,-62
383,-63
384,-62
385,-62
386,-62
387,-63
388,-62
389,-62
390,-63
391,-63
392,-64
393,-62
394,-64
395,-62
396,-63
397,-64
398,-62
399,-64
400,-62
