x_value,sender_rssi
801,-86
802,-91
803,-90
804,-89
805,-88
806,-88
807,-90
808,-88
809,-87
810,-88
811,-89
812,-89
813,-90
814,-90
815,-90
816,-87
817,-88
818,-88
819,-87
820,-87
821,-87
822,-88
823,-89
824,-88
825,-88
826,-88
827,-87
828,-87
829,-87
830,-87
831,-85
832,-86
833,-88
834,-86
835,-87
836,-88
837,-88
838,-86
839,-87
840,-87
841,-95
842,-88
843,-87
844,-88
845,-90
846,-93
847,-91
848,-89
849,-92
850,-90
851,-91
852,-88
853,-88
854,-89
855,-89
856,-91
857,-91
858,-97
860,-97
861,-95
862,-93
863,-88
864,-88
865,-91
866,-90
867,-90
868,-88
869,-89
870,-88
871,-87
872,-87
873,-87
874,-89
875,-89
876,-90
877,-89
878,-87
879,-86
880,-86
881,-89
882,-92
883,-90
884,-92
885,-94
886,-97
887,-95
888,-94
889,-96
890,-96
891,-89
892,-93
893,-91
894,-91
895,-89
896,-89
897,-89
898,-91
899,-90
900,-92
901,-91
902,-90
903,-89
904,-91
905,-91
906,-90
907,-90
908,-92
909,-93
910,-93
911,-94
912,-94
913,-93
914,-96
915,-94
916,-95
917,-90
918,-89
919,-92
920,-94
921,-90
922,-90
923,-91
924,-88
925,-88
926,-89
927,-88
928,-89
929,-90
930,-92
931,-93
932,-95
933,-98
934,-93
935,-88
936,-86
937,-89
938,-87
939,-89
940,-88
941,-89
942,-87
943,-91
944,-88
945,-90
946,-91
947,-90
948,-91
949,-90
950,-90
951,-89
952,-88
953,-88
954,-89
955,-86
956,-87
957,-85
958,-84
959,-90
960,-93
961,-86
962,-86
963,-86
964,-90
965,-89
966,-87
967,-85
968,-87
969,-90
970,-87
971,-87
972,-89
973,-87
974,-89
975,-89
976,-90
977,-89
978,-89
979,-89
980,-88
981,-92
982,-91
983,-92
984,-94
985,-89
986,-93
987,-91
988,-90
989,-88
990,-89
991,-94
992,-93
993,-90
994,-89
995,-91
996,-91
997,-89
998,-88
999,-87
1000,-88
