x_value,sender_rssi
0,0
1,-75
2,-75
3,-80
4,-71
5,-79
6,-71
7,-72
8,-72
9,-68
10,-74
11,-75
12,-72
13,-71
14,-73
15,-70
16,-72
17,-73
18,-72
19,-72
20,-72
21,-72
22,-72
23,-69
24,-72
25,-73
26,-72
27,-70
28,-70
29,-71
30,-72
31,-72
32,-71
33,-73
34,-70
35,-72
36,-72
37,-72
38,-70
39,-72
40,-72
41,-72
42,-72
43,-72
44,-74
45,-71
46,-73
47,-73
48,-73
49,-73
50,-72
51,-74
52,-75
53,-75
54,-73
55,-75
56,-70
57,-70
58,-74
59,-74
60,-71
61,-71
62,-71
63,-72
64,-72
65,-71
66,-72
67,-73
68,-72
69,-72
70,-71
71,-74
72,-73
73,-72
74,-72
75,-72
76,-73
77,-74
78,-73
79,-72
80,-71
81,-73
82,-73
83,-75
84,-84
85,-77
86,-71
87,-72
88,-66
89,-70
90,-68
91,-70
92,-89
93,-69
94,-70
95,-69
96,-70
97,-68
98,-70
99,-70
100,-67
101,-67
102,-67
104,-68
105,-67
106,-67
107,-68
108,-67
109,-68
110,-67
111,-67
112,-68
113,-67
114,-68
115,-68
116,-67
117,-69
118,-67
119,-68
120,-70
121,-68
122,-68
123,-67
124,-69
125,-68
126,-68
127,-67
128,-67
129,-68
130,-68
131,-68
132,-68
133,-68
134,-67
135,-67
136,-67
137,-67
138,-67
139,-68
140,-68
141,-68
142,-68
143,-68
144,-68
