x_value,sender_rssi
1,-92
2,-88
3,-92
4,-93
5,-88
6,-85
7,-94
8,-85
9,-87
10,-85
11,-90
12,-85
13,-88
14,-88
15,-89
16,-88
17,-87
18,-88
19,-87
20,-87
21,-86
22,-86
23,-87
24,-90
25,-88
26,-88
27,-89
28,-90
29,-89
30,-88
31,-88
32,-87
33,-89
34,-86
35,-88
36,-88
37,-88
38,-88
39,-87
40,-88
41,-87
42,-87
43,-88
44,-87
45,-86
46,-86
47,-86
48,-86
49,-86
50,-86
51,-86
52,-87
53,-89
54,-89
55,-91
56,-92
57,-88
58,-89
59,-89
60,-86
61,-88
62,-87
63,-89
64,-89
65,-88
66,-87
67,-89
68,-88
69,-88
70,-88
71,-87
72,-91
73,-88
74,-85
75,-90
76,-86
77,-87
78,-89
79,-90
80,-89
81,-87
82,-90
83,-91
84,-95
85,-95
86,-95
87,-93
88,-99
89,-88
90,-89
91,-89
93,-85
94,-89
95,-89
96,-88
97,-88
98,-87
99,-89
100,-87
101,-86
102,-87
103,-86
103,-67
105,-87
106,-86
107,-86
108,-87
109,-87
110,-85
111,-86
112,-88
113,-87
114,-87
115,-87
116,-87
117,-87
118,-87
119,-88
120,-87
121,-84
122,-86
123,-87
124,-88
125,-85
126,-88
127,-87
128,-87
129,-88
130,-87
131,-86
132,-86
133,-86
134,-87
135,-88
136,-87
137,-87
138,-88
139,-87
140,-87
141,-88
142,-86
143,-87
144,-85
