x_value,sender_rssi
301,-68
302,-69
303,-68
304,-70
305,-70
306,-68
307,-68
308,-68
309,-68
310,-70
311,-70
312,-68
313,-68
314,-69
315,-68
316,-68
317,-68
318,-68
319,-70
320,-68
321,-68
322,-68
323,-68
324,-68
325,-68
326,-69
327,-68
328,-68
329,-68
330,-68
331,-69
332,-69
333,-68
334,-68
335,-68
336,-68
337,-68
338,-68
339,-68
340,-68
341,-67
342,-68
343,-68
344,-70
345,-68
346,-68
347,-68
348,-68
349,-68
350,-68
351,-68
352,-68
353,-68
354,-68
355,-68
356,-70
357,-68
358,-68
359,-68
360,-68
361,-68
362,-68
363,-68
364,-68
365,-68
366,-68
367,-68
368,-68
369,-68
370,-70
371,-70
374,-70
375,-70
376,-70
377,-70
378,-70
379,-70
380,-70
381,-70
382,-69
383,-70
384,-71
385,-71
386,-70
387,-70
388,-70
389,-70
390,-70
391,-70
392,-71
393,-70
394,-71
395,-70
396,-70
397,-70
398,-70
399,-70
400,-70
