x_value,sender_rssi
401,-99
402,-100
403,-104
404,-99
405,-99
406,-102
407,-110
408,-98
409,-101
410,-100
411,-102
412,-96
413,-97
414,-98
415,-97
416,-100
417,-100
418,-96
419,-97
420,-96
421,-95
422,-96
423,-97
424,-99
425,-96
426,-95
427,-97
428,-100
429,-101
430,-95
431,-98
432,-102
433,-98
434,-99
435,-98
436,-100
437,-106
438,-105
439,-103
440,-97
441,-94
442,-102
443,-97
444,-100
445,-99
446,-95
447,-96
448,-96
449,-96
450,-96
451,-99
452,-96
453,-99
454,-96
455,-98
456,-100
457,-101
458,-96
459,-98
460,-94
461,-94
462,-95
463,-95
464,-97
465,-96
466,-99
467,-107
468,-104
469,-98
470,-98
471,-100
472,-97
473,-96
474,-102
475,-101
476,-102
477,-95
478,-95
479,-101
480,-95
481,-95
482,-95
483,-92
484,-98
485,-98
486,-98
487,-98
488,-105
489,-95
490,-96
491,-95
492,-98
493,-95
494,-96
495,-100
496,-97
497,-100
498,-100
499,-99
500,-99
501,-100
502,-105
503,-97
504,-96
505,-97
506,-96
507,-97
508,-96
509,-95
510,-95
511,-95
512,-97
513,-96
514,-95
515,-97
516,-97
517,-98
518,-99
519,-97
520,-100
521,-98
522,-93
523,-96
524,-96
525,-99
526,-101
527,-100
528,-101
529,-104
530,-102
531,-102
532,-100
533,-97
534,-97
535,-98
536,-97
537,-96
538,-96
539,-97
540,-97
541,-98
542,-99
543,-107
544,-105
545,-97
546,-95
547,-97
548,-90
549,-96
550,-96
551,-94
552,-94
553,-92
554,-104
555,-100
556,-102
557,-100
558,-98
559,-96
560,-101
561,-98
562,-94
563,-99
564,-101
565,-100
567,-99
568,-100
569,-96
570,-95
571,-94
572,-98
573,-97
574,-99
575,-99
576,-97
577,-101
578,-91
579,-100
580,-97
581,-99
582,-98
583,-99
584,-97
585,-97
586,-96
587,-92
588,-95
589,-93
590,-98
591,-92
592,-88
593,-90
594,-90
595,-91
596,-91
597,-92
598,-91
599,-94
600,-94
