x_value,sender_rssi
1,-85
2,-80
3,-79
4,-79
5,-80
6,-80
7,-79
8,-77
9,-78
10,-78
11,-77
12,-79
13,-80
14,-78
15,-81
16,-78
17,-78
18,-78
19,-78
20,-79
21,-80
22,-79
23,-78
24,-77
25,-79
26,-79
27,-79
28,-78
29,-78
30,-81
31,-79
32,-78
33,-78
34,-78
35,-80
36,-79
37,-78
38,-80
39,-77
40,-80
41,-82
42,-81
43,-79
44,-77
45,-78
46,-78
47,-78
48,-78
49,-77
50,-79
51,-79
52,-78
53,-79
54,-77
55,-78
56,-77
57,-78
58,-79
59,-79
60,-79
61,-78
62,-78
63,-77
64,-80
65,-77
66,-79
67,-79
68,-79
69,-79
70,-78
71,-80
72,-79
73,-81
74,-79
75,-79
76,-81
77,-78
78,-78
79,-78
80,-79
81,-78
82,-77
83,-78
84,-80
85,-82
86,-77
87,-78
88,-78
89,-80
90,-78
91,-75
92,-76
93,-79
94,-78
95,-78
96,-77
97,-77
98,-78
99,-78
100,-76
101,-78
102,-77
103,-75
104,-77
105,-77
106,-79
107,-77
108,-78
109,-77
110,-77
111,-78
112,-77
113,-76
114,-78
115,-77
116,-79
117,-78
118,-78
120,-77
121,-78
122,-76
123,-77
124,-77
125,-80
126,-76
127,-78
128,-78
129,-75
130,-80
131,-82
132,-81
133,-77
134,-77
135,-76
136,-77
137,-78
138,-77
139,-77
140,-78
141,-78
142,-78
143,-77
144,-79
145,-78
146,-78
147,-78
148,-76
149,-78
150,-78
151,-77
152,-78
153,-77
154,-78
155,-78
156,-77
157,-77
