x_value,sender_rssi
1,-81
2,-83
3,-82
4,-79
5,-80
6,-79
7,-78
8,-79
9,-80
10,-77
11,-80
12,-81
13,-79
14,-79
15,-79
16,-79
17,-79
18,-80
19,-78
20,-78
21,-80
22,-80
23,-79
24,-79
25,-79
26,-79
27,-78
28,-79
29,-79
30,-80
31,-76
32,-79
33,-79
34,-78
35,-79
36,-79
37,-80
38,-79
39,-80
40,-76
41,-80
42,-75
43,-78
44,-78
45,-78
46,-79
47,-79
48,-76
49,-79
50,-79
51,-77
52,-79
53,-80
54,-78
55,-78
56,-78
57,-78
58,-79
59,-79
60,-81
61,-80
62,-79
63,-80
64,-80
65,-80
66,-82
67,-80
68,-81
69,-79
70,-80
71,-80
72,-79
73,-79
74,-79
75,-79
76,-82
77,-79
78,-79
79,-80
80,-79
81,-80
82,-83
83,-80
84,-80
85,-80
86,-80
87,-79
88,-81
89,-80
90,-85
91,-85
92,-85
93,-82
94,-85
95,-85
96,-83
97,-79
98,-79
99,-82
100,-83
