x_value,sender_rssi
6,-84
7,-84
8,-84
9,-83
10,-85
11,-84
12,-83
13,-84
14,-84
15,-83
16,-83
17,-84
18,-84
19,-83
20,-84
21,-84
22,-86
23,-84
24,-85
25,-87
26,-84
27,-84
28,-84
29,-84
30,-84
31,-84
32,-84
33,-84
34,-84
35,-84
36,-82
37,-84
38,-83
39,-84
40,-84
41,-84
42,-84
43,-82
44,-83
45,-84
46,-84
47,-84
48,-83
49,-83
50,-81
51,-80
52,-84
53,-83
54,-84
55,-84
56,-83
57,-84
58,-84
59,-83
60,-84
61,-84
62,-84
63,-84
64,-84
65,-84
66,-84
67,-83
68,-83
69,-84
70,-83
71,-80
72,-84
73,-84
74,-84
75,-84
76,-84
77,-84
78,-82
79,-82
80,-83
81,-80
82,-80
83,-83
84,-83
85,-83
86,-83
87,-82
88,-83
89,-83
90,-84
91,-83
92,-83
93,-82
94,-82
95,-83
96,-83
97,-83
98,-83
99,-81
100,-83
101,-83
102,-83
103,-82
104,-83
105,-83
106,-83
107,-84
108,-84
109,-83
110,-84
111,-84
112,-84
113,-81
114,-84
115,-84
116,-82
117,-83
118,-85
119,-83
120,-83
121,-84
122,-81
123,-83
124,-84
125,-85
126,-83
127,-83
128,-82
129,-83
130,-83
131,-83
132,-83
133,-83
134,-82
135,-85
136,-84
137,-83
138,-84
139,-83
140,-82
141,-83
142,-83
143,-83
144,-83
145,-82
146,-83
147,-83
148,-83
149,-83
150,-83
151,-84
152,-83
153,-83
154,-83
155,-83
156,-84
157,-83
158,-83
159,-83
160,-84
161,-81
162,-84
163,-83
164,-83
165,-83
166,-83
167,-83
168,-83
169,-82
170,-81
171,-83
172,-82
173,-83
