x_value,sender_rssi
1,-75
2,-78
3,-79
4,-72
5,-74
6,-73
7,-71
8,-75
9,-72
10,-71
12,-73
13,-71
14,-75
15,-73
16,-73
17,-74
18,-73
19,-74
20,-70
21,-72
22,-72
23,-74
24,-74
26,-74
27,-72
28,-73
29,-72
30,-74
31,-72
32,-74
33,-72
34,-72
35,-74
36,-72
37,-72
38,-74
39,-73
40,-72
41,-72
42,-72
43,-73
44,-74
45,-76
46,-73
47,-72
48,-72
49,-73
50,-75
51,-73
52,-72
53,-72
54,-74
55,-72
56,-73
57,-74
58,-75
59,-73
60,-72
61,-73
62,-73
63,-73
64,-73
65,-73
66,-73
67,-74
68,-73
69,-72
70,-74
71,-75
72,-74
73,-74
74,-73
75,-75
76,-72
77,-74
78,-72
79,-75
80,-73
81,-74
82,-73
83,-73
84,-73
85,-74
86,-71
87,-72
88,-72
89,-72
90,-72
91,-72
92,-73
93,-72
94,-72
95,-71
96,-72
97,-72
98,-73
99,-73
100,-70
101,-71
102,-71
103,-70
104,-72
105,-71
107,-71
108,-71
109,-70
110,-70
111,-70
112,-71
113,-71
114,-71
115,-71
116,-72
117,-70
118,-70
119,-69
120,-73
121,-72
122,-71
