x_value,sender_rssi
301,-75
302,-75
303,-75
304,-77
305,-75
306,-76
307,-74
308,-75
309,-77
310,-76
311,-76
313,-75
314,-76
315,-75
316,-76
317,-76
318,-76
319,-76
320,-75
321,-74
322,-76
323,-77
324,-76
325,-76
327,-76
328,-75
329,-73
330,-76
331,-73
332,-75
333,-73
334,-75
335,-74
336,-76
337,-74
338,-73
339,-75
340,-72
342,-76
343,-76
344,-74
345,-75
346,-75
347,-76
348,-76
349,-76
350,-76
351,-76
352,-75
353,-76
354,-76
357,-75
358,-76
359,-75
360,-75
361,-74
362,-75
363,-75
364,-75
365,-78
366,-72
367,-73
368,-74
369,-77
371,-74
372,-74
374,-75
375,-77
376,-77
377,-76
378,-77
379,-75
380,-75
381,-75
382,-75
383,-73
384,-74
385,-74
386,-75
387,-78
388,-77
389,-72
390,-78
391,-72
392,-74
393,-75
394,-75
395,-73
396,-75
397,-74
398,-75
399,-72
400,-75
