x_value,sender_rssi
1,-80
2,-77
3,-77
4,-79
5,-79
6,-79
7,-79
8,-79
9,-80
10,-80
11,-84
12,-80
13,-80
14,-79
15,-84
16,-82
17,-84
18,-80
19,-84
20,-79
21,-80
22,-79
23,-79
24,-80
25,-79
26,-80
27,-80
28,-79
29,-81
30,-81
31,-81
32,-81
33,-83
34,-83
35,-81
36,-81
37,-82
38,-83
39,-80
40,-80
41,-80
42,-79
43,-79
44,-80
45,-79
46,-80
47,-80
48,-79
49,-79
50,-79
51,-79
52,-78
53,-78
54,-80
55,-79
56,-79
57,-79
58,-79
59,-80
60,-80
61,-80
62,-79
63,-79
64,-79
65,-80
66,-79
67,-80
68,-76
69,-78
70,-79
71,-76
72,-80
73,-80
74,-79
75,-80
76,-80
77,-79
78,-78
79,-79
80,-79
81,-79
82,-79
83,-78
84,-80
85,-79
86,-79
87,-79
88,-79
89,-79
90,-79
91,-78
92,-79
93,-79
94,-79
95,-79
96,-79
97,-79
98,-78
99,-79
100,-80
101,-80
102,-79
103,-78
104,-80
105,-79
106,-79
107,-79
108,-79
109,-80
110,-79
111,-79
112,-79
113,-79
114,-79
115,-79
116,-78
117,-80
118,-78
119,-79
120,-79
121,-79
122,-79
123,-79
124,-77
125,-79
126,-77
127,-79
128,-79
129,-78
130,-81
131,-81
132,-82
133,-80
134,-79
135,-79
136,-79
137,-79
138,-79
139,-79
140,-79
141,-79
142,-79
143,-77
144,-78
145,-78
146,-78
147,-77
148,-78
149,-78
150,-79
151,-77
152,-79
153,-79
154,-79
155,-79
156,-79
157,-79
158,-79
159,-79
160,-78
161,-79
162,-79
163,-80
164,-78
165,-77
166,-80
167,-79
168,-79
169,-80
170,-79
171,-79
172,-79
173,-79
174,-79
175,-79
176,-79
177,-79
178,-79
179,-82
180,-79
181,-79
182,-80
183,-79
184,-79
185,-79
186,-82
187,-83
188,-78
189,-79
190,-80
191,-79
192,-79
193,-79
194,-79
195,-79
196,-78
197,-79
198,-79
199,-79
200,-81
201,-82
202,-79
203,-78
204,-80
205,-79
206,-80
207,-79
208,-80
209,-79
210,-79
211,-79
212,-78
213,-79
214,-79
215,-79
216,-80
217,-80
218,-79
219,-81
220,-79
221,-79
222,-78
223,-79
224,-80
225,-79
226,-79
227,-80
