x_value,sender_rssi
1,-59
2,-63
3,-68
4,-60
5,-61
6,-59
7,-60
8,-59
9,-59
10,-61
11,-61
12,-61
13,-61
14,-61
15,-61
16,-59
17,-61
18,-50
19,-51
20,-50
21,-51
22,-52
23,-54
24,-53
25,-47
26,-46
27,-47
28,-47
29,-48
29,-76
31,-49
32,-51
33,-53
34,-59
35,-60
37,-65
38,-64
39,-65
40,-65
41,-64
42,-55
43,-56
44,-59
45,-62
46,-57
47,-54
48,-54
49,-55
50,-54
51,-55
