x_value,sender_rssi
0,0
1,-70
2,-75
3,-71
4,-73
5,-72
6,-72
7,-73
8,-71
9,-69
10,-71
11,-70
12,-73
13,-72
14,-70
15,-72
16,-71
17,-72
18,-72
19,-74
20,-71
21,-72
22,-71
23,-75
24,-69
25,-73
26,-72
27,-74
28,-73
29,-72
30,-74
31,-75
32,-75
33,-72
34,-71
35,-72
36,-72
37,-71
38,-71
39,-70
40,-70
41,-71
42,-72
43,-72
44,-71
45,-72
46,-71
47,-73
48,-74
49,-73
50,-72
51,-70
52,-72
53,-70
54,-72
55,-72
56,-71
57,-74
58,-73
59,-71
60,-71
61,-71
62,-70
63,-71
64,-71
65,-72
66,-71
67,-72
68,-71
69,-71
70,-72
71,-71
72,-71
73,-71
74,-72
75,-71
76,-70
77,-70
78,-70
79,-70
80,-69
81,-70
82,-70
83,-70
84,-70
85,-70
86,-71
87,-70
88,-70
89,-71
90,-71
91,-70
92,-70
93,-71
94,-70
95,-69
96,-72
97,-71
98,-72
99,-73
100,-70
101,-70
102,-70
103,-71
104,-71
105,-70
106,-70
107,-69
108,-70
109,-71
110,-71
111,-70
112,-70
113,-71
114,-70
115,-72
116,-72
117,-72
118,-72
119,-71
120,-70
121,-71
122,-69
123,-70
124,-70
125,-70
126,-71
127,-71
128,-70
129,-71
