x_value,sender_rssi
1,-103
2,-101
3,-104
4,-99
5,-94
6,-99
7,-95
8,-95
9,-94
10,-94
11,-97
12,-94
14,-94
15,-92
16,-94
17,-94
18,-94
19,-93
20,-94
21,-95
22,-95
23,-96
24,-93
25,-93
26,-95
27,-97
28,-95
29,-96
30,-93
31,-94
32,-95
33,-96
34,-92
35,-95
36,-95
37,-93
38,-94
39,-93
40,-95
41,-94
42,-94
43,-93
44,-93
45,-93
46,-94
47,-93
48,-95
49,-94
50,-95
51,-95
52,-93
53,-93
54,-95
55,-93
56,-93
57,-95
58,-94
59,-95
60,-97
61,-94
62,-94
63,-95
64,-94
65,-95
66,-95
67,-96
68,-95
69,-95
70,-93
71,-93
72,-95
73,-95
74,-94
75,-94
76,-92
77,-94
78,-94
79,-92
80,-93
81,-94
82,-94
83,-92
84,-93
85,-92
86,-93
87,-96
88,-92
89,-90
90,-95
91,-93
92,-94
93,-91
94,-90
95,-93
96,-94
97,-94
98,-93
99,-93
100,-90
101,-92
102,-93
103,-94
104,-92
105,-92
106,-95
107,-95
108,-94
109,-93
110,-92
111,-93
112,-93
113,-93
114,-93
115,-96
116,-93
117,-94
118,-93
119,-94
120,-94
121,-91
122,-94
123,-94
124,-95
125,-94
126,-95
127,-93
128,-93
129,-93
130,-92
131,-94
132,-93
133,-95
134,-97
135,-97
136,-96
137,-98
138,-97
139,-93
140,-97
141,-97
142,-94
143,-95
144,-94
145,-97
146,-97
147,-93
148,-94
149,-94
150,-94
151,-92
152,-93
153,-93
154,-94
155,-92
156,-94
157,-94
158,-93
159,-93
160,-95
161,-93
162,-94
163,-93
164,-94
165,-93
166,-94
167,-95
168,-97
169,-96
170,-94
171,-94
172,-92
173,-93
174,-92
175,-93
176,-94
177,-93
178,-95
179,-94
180,-94
181,-94
182,-95
183,-95
184,-93
185,-97
186,-94
187,-99
188,-93
189,-93
190,-98
191,-95
192,-95
193,-95
194,-95
195,-98
196,-97
197,-96
198,-94
199,-93
200,-94
201,-96
202,-94
203,-94
204,-98
205,-98
206,-95
207,-94
208,-94
209,-94
210,-93
211,-92
212,-94
213,-95
214,-92
215,-92
216,-93
217,-93
218,-93
219,-93
220,-95
221,-94
222,-93
223,-92
224,-93
225,-92
226,-93
227,-93
228,-93
229,-93
230,-95
231,-93
232,-92
233,-93
234,-94
235,-91
236,-92
237,-93
238,-94
239,-92
240,-93
241,-94
242,-92
243,-94
244,-92
245,-94
246,-93
247,-93
248,-94
249,-94
250,-93
251,-93
252,-93
