x_value,sender_rssi
0,0
1,-91
2,-92
3,-91
4,-90
5,-99
6,-94
7,-91
8,-93
9,-90
10,-90
11,-91
12,-87
13,-92
14,-88
15,-90
16,-92
17,-91
18,-89
19,-91
20,-88
21,-89
22,-91
23,-89
24,-89
25,-87
26,-89
27,-87
28,-89
29,-88
30,-88
31,-88
32,-86
33,-88
34,-89
35,-89
36,-89
37,-88
38,-88
39,-89
40,-86
41,-88
42,-89
43,-87
44,-88
45,-88
46,-88
47,-88
48,-89
49,-86
50,-87
51,-89
52,-88
53,-87
54,-87
55,-87
56,-88
57,-88
58,-88
59,-87
61,-89
62,-88
63,-87
64,-87
65,-88
66,-88
67,-88
68,-88
69,-87
70,-87
71,-87
72,-87
73,-85
74,-86
75,-87
76,-86
77,-86
78,-87
79,-87
80,-87
81,-87
82,-86
83,-87
84,-87
86,-87
87,-87
88,-86
89,-87
90,-87
91,-87
93,-91
94,-88
95,-89
96,-88
97,-87
98,-86
99,-88
100,-86
101,-87
102,-87
103,-87
104,-85
105,-86
106,-86
107,-87
108,-87
109,-86
110,-86
111,-87
112,-87
113,-87
115,-86
