x_value,sender_rssi
1,-72
2,-73
3,-72
4,-70
5,-71
6,-68
7,-68
8,-67
9,-71
10,-74
11,-70
12,-67
13,-67
14,-69
15,-72
16,-66
17,-68
18,-73
19,-69
20,-65
21,-68
22,-66
23,-72
24,-70
25,-73
26,-73
27,-69
28,-66
29,-66
30,-72
31,-66
32,-65
33,-73
34,-71
35,-66
36,-66
37,-66
38,-73
39,-73
40,-71
41,-69
42,-71
43,-67
44,-71
45,-68
46,-69
47,-66
48,-68
49,-72
50,-68
51,-67
52,-66
53,-67
54,-67
55,-65
56,-74
57,-70
58,-68
59,-68
60,-69
61,-72
62,-65
63,-73
64,-63
65,-66
66,-69
67,-68
68,-65
69,-73
70,-68
71,-67
72,-66
73,-66
74,-66
75,-64
76,-70
77,-65
78,-65
79,-71
80,-70
81,-64
82,-66
83,-73
84,-73
85,-73
86,-72
87,-67
88,-65
89,-68
90,-68
91,-70
92,-65
93,-65
94,-69
95,-69
96,-65
97,-68
98,-67
99,-65
100,-66
101,-63
102,-71
103,-66
104,-64
105,-65
106,-64
107,-68
108,-66
109,-67
110,-69
111,-65
112,-66
113,-64
114,-69
115,-71
116,-66
117,-65
118,-71
119,-71
120,-65
121,-70
122,-65
123,-68
124,-67
125,-71
126,-64
127,-69
128,-70
129,-67
130,-71
131,-63
132,-68
133,-67
134,-67
135,-70
136,-65
137,-65
138,-69
139,-66
140,-67
141,-69
142,-65
143,-67
144,-66
145,-64
146,-68
147,-64
148,-62
149,-65
150,-62
151,-71
152,-65
153,-67
154,-62
155,-61
156,-67
157,-61
158,-62
159,-63
160,-61
161,-62
162,-62
163,-69
164,-65
165,-64
166,-71
167,-65
168,-72
169,-73
170,-68
171,-72
172,-65
173,-66
174,-65
175,-71
176,-66
177,-64
178,-71
179,-71
180,-70
181,-71
182,-64
183,-70
184,-64
185,-64
186,-70
187,-68
188,-64
189,-72
190,-64
191,-65
192,-64
193,-68
194,-64
195,-65
196,-70
197,-71
198,-64
199,-67
200,-69
201,-70
202,-64
203,-67
204,-71
205,-63
206,-65
207,-63
208,-72
209,-63
210,-68
211,-68
212,-64
213,-66
214,-65
215,-64
216,-65
217,-63
218,-69
219,-67
220,-69
221,-66
222,-70
223,-63
224,-67
225,-63
226,-68
227,-68
228,-69
229,-64
230,-66
231,-63
232,-71
233,-65
234,-65
235,-66
236,-69
237,-67
238,-68
239,-68
240,-70
241,-70
242,-70
243,-71
244,-71
245,-69
246,-68
247,-64
248,-63
249,-66
250,-63
251,-65
252,-67
253,-69
254,-67
255,-63
256,-66
257,-67
258,-63
259,-63
260,-66
261,-69
262,-69
263,-64
264,-66
265,-63
266,-66
267,-67
268,-70
269,-66
270,-67
271,-63
272,-67
273,-64
274,-71
275,-67
276,-66
277,-65
278,-69
279,-63
280,-69
281,-71
282,-69
283,-67
284,-64
