x_value,sender_rssi
401,-60
402,-63
403,-60
404,-60
405,-61
406,-61
407,-59
408,-60
409,-61
411,-60
412,-60
414,-60
415,-60
416,-60
417,-61
418,-60
419,-60
420,-64
421,-60
422,-61
423,-62
424,-60
425,-61
426,-61
427,-65
428,-61
429,-61
430,-61
431,-65
432,-61
433,-61
434,-61
435,-62
436,-60
437,-61
438,-61
439,-61
440,-61
441,-62
442,-60
443,-61
444,-61
445,-61
446,-61
447,-61
448,-66
449,-61
450,-61
451,-60
452,-61
453,-61
454,-61
455,-60
456,-61
458,-60
459,-60
460,-59
461,-60
462,-61
465,-62
467,-61
468,-62
469,-60
470,-61
471,-61
473,-63
474,-61
475,-62
476,-62
477,-63
478,-62
479,-66
480,-67
483,-64
484,-63
485,-62
486,-61
487,-63
488,-62
489,-62
490,-61
491,-62
492,-60
493,-66
494,-62
495,-61
496,-61
497,-62
499,-60
500,-61
