x_value,sender_rssi
401,-72
402,-72
403,-72
404,-72
405,-70
406,-72
407,-72
408,-72
409,-74
410,-73
411,-75
412,-72
413,-73
414,-72
415,-72
416,-72
418,-72
419,-74
420,-72
421,-72
422,-69
425,-72
426,-72
427,-72
428,-71
429,-71
431,-72
432,-71
433,-70
435,-69
436,-72
437,-72
438,-71
439,-72
440,-71
441,-71
442,-71
443,-72
444,-71
445,-69
446,-70
447,-68
449,-74
450,-74
452,-75
453,-74
455,-73
456,-72
457,-75
458,-71
459,-71
460,-72
461,-71
462,-69
463,-71
464,-71
466,-72
468,-70
469,-72
470,-75
471,-72
472,-75
473,-72
474,-72
475,-72
476,-72
477,-72
479,-73
480,-72
481,-72
482,-72
483,-72
484,-72
485,-72
486,-72
487,-69
488,-73
489,-73
490,-73
491,-73
492,-72
493,-73
494,-70
495,-72
496,-73
497,-74
498,-72
499,-69
500,-72
