x_value,sender_rssi
601,-90
602,-99
603,-97
604,-88
605,-89
606,-90
607,-90
608,-93
609,-90
610,-90
611,-91
612,-89
613,-92
614,-95
615,-97
616,-101
617,-96
618,-96
619,-96
620,-99
621,-97
622,-91
623,-89
624,-89
625,-93
626,-91
627,-89
628,-91
629,-90
630,-89
631,-95
632,-97
633,-94
634,-94
635,-94
636,-93
637,-95
638,-94
639,-97
640,-93
641,-95
642,-93
643,-97
644,-94
645,-93
646,-89
647,-88
648,-92
649,-93
650,-92
651,-92
652,-90
653,-90
654,-93
655,-94
656,-96
657,-91
658,-91
659,-91
660,-90
661,-90
662,-94
663,-95
664,-90
665,-91
666,-93
667,-92
668,-93
669,-89
670,-90
671,-91
672,-92
673,-90
674,-91
675,-90
676,-93
677,-91
678,-93
679,-89
680,-92
681,-92
682,-91
683,-92
684,-93
685,-92
686,-90
687,-91
688,-90
689,-90
690,-90
691,-91
692,-93
693,-91
694,-91
695,-91
696,-90
697,-90
698,-89
699,-90
700,-91
701,-92
702,-92
703,-92
704,-93
705,-92
706,-92
707,-91
708,-92
709,-89
710,-90
711,-90
712,-94
713,-94
714,-93
715,-92
716,-91
717,-91
718,-95
719,-94
720,-93
721,-92
722,-93
723,-90
724,-94
725,-90
726,-89
727,-92
728,-91
729,-90
730,-92
731,-95
732,-98
733,-94
734,-97
735,-99
736,-97
737,-96
738,-98
739,-94
740,-95
741,-93
742,-93
743,-93
744,-91
745,-91
746,-90
747,-89
748,-89
749,-91
750,-95
751,-91
752,-89
753,-89
754,-90
755,-92
756,-92
757,-99
758,-96
759,-93
760,-97
761,-93
762,-91
763,-93
764,-93
765,-92
766,-92
767,-91
768,-91
769,-90
770,-91
771,-92
772,-93
773,-92
774,-91
775,-91
776,-91
777,-91
778,-93
779,-93
780,-93
781,-94
782,-90
783,-92
784,-93
785,-92
786,-90
787,-88
788,-90
789,-91
790,-91
791,-94
792,-91
793,-90
794,-90
795,-90
796,-89
797,-89
798,-88
799,-90
800,-91
