x_value,sender_rssi
1,-71
2,-73
3,-75
4,-72
5,-71
6,-71
7,-74
8,-71
10,-74
11,-73
12,-73
13,-72
14,-71
15,-71
16,-71
17,-72
18,-73
19,-71
20,-72
21,-72
22,-71
23,-70
24,-71
26,-71
27,-70
28,-74
29,-71
31,-73
32,-75
33,-71
34,-71
35,-72
36,-71
37,-71
38,-71
40,-71
42,-71
43,-72
44,-71
45,-71
46,-72
48,-75
49,-71
51,-71
52,-72
53,-71
54,-70
55,-71
56,-71
57,-71
58,-71
59,-73
60,-72
61,-71
62,-71
63,-72
65,-71
66,-75
67,-70
68,-71
69,-72
70,-72
71,-70
72,-73
73,-71
74,-70
75,-71
76,-72
77,-72
78,-72
79,-71
80,-72
81,-74
82,-71
83,-71
84,-72
85,-74
86,-75
87,-72
88,-72
89,-72
90,-77
91,-77
92,-72
93,-72
94,-76
95,-74
96,-72
97,-71
98,-76
99,-71
100,-69
