x_value,sender_rssi
1,-87
2,-88
3,-85
4,-87
5,-89
6,-89
7,-88
8,-89
9,-88
10,-90
11,-87
12,-90
13,-88
14,-87
15,-87
16,-86
17,-86
18,-89
19,-86
20,-88
21,-87
22,-88
23,-88
24,-85
25,-88
26,-88
27,-87
28,-88
29,-88
30,-87
31,-88
32,-87
33,-87
34,-87
35,-88
36,-88
37,-89
38,-86
39,-87
40,-89
41,-87
42,-89
43,-89
44,-88
45,-89
46,-88
47,-87
48,-87
49,-88
50,-86
51,-87
52,-90
53,-89
54,-88
55,-87
56,-88
57,-87
58,-88
59,-86
60,-88
61,-87
62,-90
63,-87
64,-89
65,-88
66,-87
67,-88
68,-87
69,-88
70,-87
71,-88
72,-88
73,-87
74,-88
75,-88
76,-88
77,-88
78,-88
79,-87
80,-89
81,-88
82,-87
83,-89
84,-86
85,-86
86,-88
87,-87
88,-88
89,-88
90,-88
91,-91
92,-86
93,-88
94,-87
95,-86
96,-86
97,-91
98,-88
99,-88
100,-86
101,-87
102,-86
103,-86
104,-86
105,-87
106,-87
107,-87
108,-88
109,-86
110,-86
111,-87
112,-87
113,-87
114,-90
115,-90
116,-86
117,-90
118,-88
119,-86
120,-89
121,-88
122,-86
123,-89
124,-84
125,-85
126,-85
127,-86
128,-85
129,-86
130,-85
131,-85
132,-86
133,-85
134,-88
135,-86
136,-86
137,-87
138,-85
139,-85
140,-85
141,-87
142,-87
143,-88
144,-86
145,-86
146,-86
147,-86
148,-86
149,-86
150,-86
151,-86
152,-86
153,-85
154,-86
155,-85
156,-85
157,-85
158,-84
159,-85
160,-84
161,-86
162,-86
163,-85
164,-87
165,-85
166,-87
167,-85
168,-85
169,-88
170,-88
171,-87
172,-87
173,-86
174,-86
175,-86
176,-87
177,-87
178,-85
