x_value,sender_rssi
1,-77
2,-78
3,-80
4,-82
5,-81
6,-83
7,-84
8,-82
9,-86
10,-80
11,-83
12,-83
13,-82
14,-82
15,-82
16,-83
17,-81
18,-80
19,-79
20,-82
21,-81
22,-81
23,-83
24,-82
25,-83
26,-81
27,-83
28,-83
29,-82
30,-81
31,-85
32,-82
33,-85
34,-82
36,-82
37,-84
38,-84
39,-84
40,-82
41,-85
42,-82
43,-84
44,-84
45,-83
46,-82
47,-84
48,-83
49,-80
50,-83
51,-84
52,-82
53,-84
54,-81
55,-85
56,-84
57,-83
58,-84
60,-83
61,-83
62,-83
63,-84
64,-83
65,-83
66,-83
67,-83
68,-81
69,-82
70,-83
71,-81
72,-83
73,-83
74,-82
75,-82
76,-83
78,-83
79,-85
80,-82
81,-85
82,-82
83,-83
84,-82
85,-82
86,-83
87,-84
88,-81
89,-83
90,-83
91,-85
92,-83
93,-82
94,-81
95,-81
96,-83
97,-84
98,-83
99,-84
100,-81
101,-82
102,-80
103,-82
104,-81
105,-83
106,-83
108,-84
109,-83
110,-85
111,-81
112,-82
113,-81
114,-84
115,-85
116,-86
117,-82
118,-81
119,-80
120,-81
121,-82
122,-79
123,-79
124,-83
125,-79
126,-79
127,-78
128,-81
129,-78
130,-82
131,-80
132,-80
133,-79
134,-81
135,-80
136,-81
137,-81
138,-80
139,-79
140,-80
141,-80
142,-86
143,-82
144,-82
145,-80
146,-85
147,-79
148,-82
149,-81
150,-81
151,-80
152,-80
153,-79
154,-80
155,-81
156,-82
157,-80
158,-79
159,-83
160,-80
161,-80
162,-80
163,-81
164,-81
165,-81
166,-83
167,-84
168,-82
169,-82
170,-81
171,-83
172,-84
173,-80
174,-81
175,-81
176,-82
177,-82
178,-79
