x_value,sender_rssi
1,-100
3,-94
4,-95
5,-95
6,-101
8,-97
9,-98
12,-97
13,-96
14,-97
16,-98
17,-96
20,-98
22,-99
23,-97
24,-97
25,-98
26,-98
28,-97
32,-100
33,-99
34,-100
35,-100
37,-100
39,-98
40,-98
42,-93
43,-98
44,-97
45,-98
46,-98
47,-97
48,-98
49,-97
50,-98
51,-99
54,-101
55,-101
56,-99
57,-99
58,-97
62,-98
64,-99
65,-98
67,-98
68,-98
69,-97
71,-98
72,-98
73,-97
74,-98
75,-97
76,-98
77,-98
78,-98
79,-99
80,-97
82,-98
83,-98
84,-98
85,-98
88,-99
89,-99
90,-99
91,-99
92,-98
93,-97
94,-99
97,-98
98,-98
99,-99
100,-98
