x_value,sender_rssi
3,-80
4,-82
5,-83
6,-83
7,-83
8,-83
9,-83
10,-84
11,-83
12,-83
13,-83
14,-82
15,-83
16,-81
17,-82
18,-82
19,-84
20,-82
21,-82
22,-83
23,-81
24,-81
25,-82
26,-83
27,-80
28,-82
29,-82
30,-83
31,-83
32,-83
33,-82
34,-83
35,-82
36,-83
37,-83
38,-83
39,-81
40,-83
41,-82
42,-82
43,-83
44,-82
45,-82
46,-81
48,-83
49,-84
50,-84
51,-81
52,-84
53,-83
54,-84
55,-83
56,-82
57,-82
58,-84
59,-84
60,-83
61,-83
62,-82
63,-85
64,-84
65,-85
66,-85
67,-84
68,-83
69,-83
70,-84
71,-84
72,-83
73,-84
74,-81
75,-84
76,-85
77,-82
78,-80
79,-82
80,-80
81,-83
82,-82
83,-81
84,-80
85,-81
86,-80
87,-81
88,-80
89,-81
90,-80
91,-81
92,-81
93,-83
94,-79
95,-82
96,-81
97,-81
98,-81
99,-81
100,-81
101,-81
102,-81
103,-81
104,-81
105,-81
106,-80
107,-79
108,-81
109,-80
110,-81
111,-83
112,-80
113,-81
114,-81
115,-81
116,-81
117,-81
118,-81
119,-81
120,-81
121,-81
122,-81
123,-79
124,-81
125,-81
126,-81
127,-81
128,-81
129,-81
130,-84
131,-81
132,-80
133,-81
134,-79
135,-81
136,-81
137,-81
138,-80
139,-80
140,-81
141,-80
142,-79
143,-78
144,-81
145,-81
146,-81
147,-81
148,-81
149,-81
150,-81
151,-81
152,-81
153,-81
154,-80
155,-82
156,-81
157,-81
158,-81
159,-81
160,-82
161,-84
162,-81
