x_value,sender_rssi
4,-61
5,-61
6,-61
7,-61
8,-62
9,-62
10,-61
11,-60
12,-60
13,-61
14,-62
15,-60
16,-60
17,-61
18,-62
19,-61
20,-62
21,-61
22,-60
23,-61
24,-63
25,-63
26,-61
27,-61
28,-61
29,-61
30,-61
31,-61
32,-60
33,-62
34,-61
35,-60
36,-61
37,-61
38,-61
39,-61
40,-61
41,-61
42,-60
43,-61
44,-62
45,-62
46,-63
47,-62
48,-63
49,-63
50,-62
51,-63
52,-62
53,-63
54,-62
55,-62
56,-63
57,-62
58,-62
59,-63
60,-62
61,-62
62,-61
63,-60
64,-62
65,-62
66,-62
67,-62
68,-62
69,-62
70,-61
71,-62
72,-62
73,-62
74,-62
75,-62
76,-62
77,-64
78,-60
79,-60
80,-60
81,-61
82,-60
83,-61
84,-60
85,-64
86,-60
87,-60
88,-60
89,-61
90,-60
91,-60
92,-60
93,-61
94,-60
95,-60
96,-60
97,-60
98,-60
100,-58
101,-58
102,-58
103,-59
104,-58
105,-58
106,-58
107,-57
108,-58
109,-59
110,-59
111,-59
113,-58
114,-59
115,-58
116,-58
117,-59
118,-57
119,-58
120,-59
121,-59
122,-59
123,-58
124,-59
125,-58
127,-58
128,-59
129,-59
130,-57
131,-58
132,-58
133,-58
134,-59
135,-59
136,-58
137,-58
138,-58
139,-58
140,-58
141,-58
142,-59
143,-58
144,-58
145,-58
146,-58
147,-59
148,-58
149,-58
150,-58
151,-62
152,-59
153,-59
154,-59
155,-59
156,-58
157,-59
158,-59
159,-58
160,-58
161,-58
162,-59
163,-58
