x_value,sender_rssi
801,-102
802,-97
803,-100
804,-98
805,-97
806,-103
807,-103
808,-99
809,-95
810,-95
811,-96
812,-103
813,-99
814,-96
815,-98
816,-97
817,-96
818,-97
819,-96
820,-97
821,-98
822,-95
823,-97
824,-99
825,-98
826,-97
827,-97
828,-93
829,-95
830,-96
831,-95
832,-97
833,-97
834,-96
835,-94
836,-95
837,-94
838,-94
839,-94
840,-96
841,-98
842,-101
843,-95
844,-95
845,-98
846,-95
847,-99
848,-96
849,-100
850,-97
851,-98
852,-100
853,-98
854,-103
855,-98
856,-100
857,-98
858,-95
859,-97
860,-96
861,-96
862,-98
863,-95
864,-96
865,-98
866,-100
867,-99
868,-101
869,-98
870,-95
871,-98
872,-99
873,-99
874,-98
875,-90
876,-99
877,-101
878,-101
879,-101
880,-99
881,-96
882,-98
883,-98
884,-99
885,-98
886,-100
887,-97
888,-104
889,-110
890,-99
891,-97
892,-96
893,-106
894,-105
895,-99
896,-100
897,-98
898,-99
900,-108
901,-97
902,-95
903,-95
904,-97
905,-96
906,-96
907,-95
908,-96
909,-94
910,-95
911,-100
912,-96
913,-97
914,-99
915,-98
916,-96
917,-98
918,-97
919,-97
920,-99
921,-98
922,-97
923,-94
924,-94
925,-95
926,-96
927,-94
928,-93
929,-94
930,-100
931,-101
932,-100
933,-100
934,-93
935,-94
936,-91
937,-97
938,-99
939,-99
940,-103
941,-97
942,-104
943,-107
944,-102
945,-109
946,-100
947,-111
948,-107
949,-106
950,-100
951,-100
952,-100
953,-98
954,-98
955,-98
956,-94
957,-97
958,-95
959,-94
960,-94
961,-97
962,-95
963,-94
964,-99
965,-97
966,-96
967,-95
968,-94
969,-94
970,-94
971,-95
972,-96
973,-94
974,-96
975,-96
976,-96
977,-108
978,-107
979,-104
980,-103
981,-101
982,-104
983,-100
984,-102
985,-99
986,-102
987,-98
988,-99
989,-96
990,-97
991,-96
992,-98
993,-99
994,-100
995,-102
996,-104
997,-103
998,-104
999,-105
1000,-98
