x_value,sender_rssi
301,-80
302,-78
303,-79
304,-79
305,-81
306,-78
307,-80
308,-79
309,-79
310,-78
311,-78
312,-79
313,-79
314,-79
315,-79
316,-79
317,-78
318,-79
319,-78
320,-79
321,-80
322,-79
323,-81
324,-80
325,-79
326,-78
327,-80
328,-79
329,-79
330,-79
331,-79
332,-81
333,-83
334,-80
335,-80
336,-79
337,-80
338,-82
339,-79
340,-79
341,-83
342,-83
343,-79
344,-83
345,-83
346,-82
347,-79
348,-78
349,-79
350,-83
351,-78
352,-80
353,-81
354,-79
355,-78
356,-79
357,-79
358,-79
359,-79
360,-81
361,-84
362,-83
363,-83
364,-84
365,-80
366,-80
367,-80
368,-80
369,-79
370,-84
371,-83
372,-79
373,-79
374,-80
375,-80
376,-79
377,-80
378,-78
379,-79
380,-79
381,-80
382,-79
383,-80
384,-78
385,-80
386,-79
387,-81
388,-85
389,-79
390,-81
391,-83
392,-78
393,-79
394,-78
395,-81
396,-78
397,-79
398,-78
399,-79
400,-83
