x_value,sender_rssi
1,-78
2,-82
3,-84
5,-84
6,-80
7,-81
8,-81
11,-82
12,-81
13,-80
15,-82
16,-83
17,-80
18,-79
19,-83
21,-83
22,-83
23,-82
24,-82
25,-82
26,-80
27,-81
28,-80
29,-78
30,-82
31,-84
32,-83
33,-84
34,-85
36,-82
38,-82
39,-82
40,-80
42,-83
43,-83
44,-83
45,-82
46,-83
47,-83
48,-84
49,-83
50,-81
51,-79
52,-82
53,-84
54,-84
55,-84
56,-83
57,-83
58,-81
59,-83
61,-83
62,-83
63,-83
64,-83
66,-81
67,-82
68,-82
70,-83
71,-83
72,-83
73,-83
74,-83
75,-83
76,-83
77,-83
78,-83
79,-83
80,-81
81,-83
82,-83
83,-84
84,-84
87,-83
88,-84
89,-84
90,-84
91,-83
92,-84
93,-84
95,-81
96,-84
97,-83
98,-83
99,-84
100,-82
