x_value,power,SF,CR,temperature,pressure,humidity,altitude,sender_rssi
30,3,7,5,28.11,992.7,49.5,173.19,-76
31,3,7,5,28.05,992.44,49.55,175.73,-76
32,3,7,5,28.0,992.26,49.64,176.58,-77
33,3,7,5,27.96,992.16,49.71,177.09,-77
34,3,7,5,27.92,992.14,49.79,177.09,-77
35,3,7,5,27.9,992.14,49.94,177.09,-75
36,3,7,5,27.92,992.12,50.05,177.09,-76
37,3,7,5,27.95,992.12,50.1,177.26,-75
38,3,7,5,28.01,992.14,50.1,177.26,-76
39,3,7,5,28.06,992.16,50.03,176.92,-76
40,3,7,5,28.09,992.16,49.97,177.09,-78
41,3,7,5,28.14,992.18,49.9,177.09,-78
42,3,7,5,28.19,992.14,49.78,177.43,-78
43,3,7,5,28.23,992.14,49.71,177.09,-76
44,3,7,5,28.3,992.12,49.65,177.09,-77
45,3,7,5,28.37,992.16,49.54,177.09,-79
46,3,7,5,28.45,992.12,49.45,177.6,-80
47,3,7,5,28.51,992.12,49.31,177.6,-79
48,3,7,5,28.56,992.12,49.18,176.92,-77
49,3,7,5,28.6,992.16,49.05,176.92,-78
50,3,7,5,28.62,992.16,48.94,176.92,-77
51,3,7,5,28.63,992.16,48.88,177.26,-78
52,3,7,5,28.62,992.12,48.87,177.43,-79
53,3,7,5,28.61,992.12,48.86,177.26,-78
54,3,7,5,28.62,992.12,48.84,177.26,-77
55,3,7,5,28.69,992.14,48.82,177.6,-78
56,3,7,5,28.72,992.14,48.72,176.92,-77
57,3,7,5,28.72,992.16,48.62,176.75,-78
58,3,7,5,28.72,992.14,48.59,177.09,-76
59,3,7,5,28.72,992.16,48.62,176.92,-76
60,3,7,5,28.72,992.14,48.64,176.92,-76
61,3,7,5,28.68,992.16,48.62,177.09,-77
62,3,7,5,28.63,992.18,48.62,176.92,-75
63,3,7,5,28.58,992.14,48.62,177.09,-76
64,3,7,5,28.56,992.16,48.68,176.92,-76
65,3,7,5,28.57,992.14,48.76,177.09,-77
66,3,7,5,28.55,992.14,48.8,177.43,-77
67,3,7,5,28.48,992.16,48.83,177.09,-77
68,3,7,5,28.43,992.12,48.92,177.26,-77
69,3,7,5,28.38,992.12,49.01,176.92,-77
70,3,7,5,28.32,992.18,49.06,177.26,-78
71,3,7,5,28.27,992.16,49.18,176.92,-78
72,3,7,5,28.22,992.18,49.26,177.09,-76
73,3,7,5,28.17,992.2,49.35,176.75,-77
74,3,7,5,28.16,992.24,49.46,176.75,-77
75,3,7,5,28.15,992.22,49.57,176.92,-75
76,3,7,5,28.14,992.18,49.63,176.58,-75
77,3,7,5,28.11,992.2,49.65,176.58,-75
78,3,7,5,28.06,992.2,49.69,176.75,-75
79,3,7,5,28.01,992.22,49.74,176.75,-75
