x_value,sender_rssi
101,-97
102,-97
103,-97
105,-98
106,-95
108,-96
109,-96
112,-96
113,-96
115,-100
116,-98
117,-96
119,-97
120,-97
122,-97
123,-98
124,-98
125,-98
129,-96
130,-98
131,-97
132,-96
134,-97
135,-100
136,-98
137,-97
138,-97
140,-97
141,-100
142,-93
143,-98
144,-98
145,-98
147,-100
148,-98
149,-99
150,-98
151,-97
153,-95
154,-99
155,-98
156,-97
157,-98
158,-97
159,-96
160,-97
161,-98
163,-98
164,-99
166,-99
167,-100
169,-98
170,-100
172,-100
173,-98
174,-98
175,-98
177,-100
178,-98
179,-98
180,-97
181,-99
182,-99
183,-97
184,-98
185,-99
186,-98
187,-97
188,-97
190,-98
192,-97
193,-98
194,-98
195,-100
196,-99
197,-99
198,-100
199,-101
200,-101
