x_value,power,SF,CR,temperature,pressure,humidity,altitude,sender_rssi
147,8,7,5,29.23,993.54,46.38,165.41,-87
148,8,7,5,29.26,993.5,46.3,165.58,-87
149,8,7,5,29.27,993.52,46.27,165.58,-87
150,8,7,5,29.34,993.54,46.26,165.41,-87
151,8,7,5,29.4,993.54,46.19,165.24,-87
152,8,7,5,29.43,993.54,46.08,165.24,-87
153,8,7,5,29.47,993.52,46.0,165.41,-86
154,8,7,5,29.5,993.54,45.94,165.41,-88
155,8,7,5,29.52,993.54,45.87,165.41,-87
156,8,7,5,29.52,993.52,45.8,165.91,-87
157,8,7,5,29.54,993.5,45.78,165.58,-88
158,8,7,5,29.56,993.5,45.76,165.75,-87
159,8,7,5,29.55,993.48,45.71,165.58,-88
160,8,7,5,29.53,993.5,45.65,165.75,-88
161,8,7,5,29.5,993.5,45.64,165.75,-88
162,8,7,5,29.47,993.52,45.65,165.75,-88
163,8,7,5,29.47,993.46,45.68,165.91,-88
164,8,7,5,29.51,993.5,45.69,165.91,-86
165,8,7,5,29.52,993.5,45.69,165.91,-88
166,8,7,5,29.56,993.5,45.65,165.75,-87
167,8,7,5,29.6,993.48,45.61,165.91,-88
168,8,7,5,29.72,993.46,45.59,165.91,-87
169,8,7,5,29.85,993.48,45.43,166.08,-86
170,8,7,5,29.91,993.48,45.24,165.75,-87
171,8,7,5,29.96,993.48,45.1,165.91,-87
172,8,7,5,30.06,993.48,44.98,165.75,-86
173,8,7,5,30.16,993.5,44.84,166.08,-87
174,8,7,5,30.22,993.48,44.66,165.75,-87
175,8,7,5,30.26,993.48,44.5,165.91,-87
176,8,7,5,30.31,993.48,44.38,165.91,-88
177,8,7,5,30.37,993.48,44.29,166.08,-87
178,8,7,5,30.42,993.48,44.19,165.91,-87
179,8,7,5,30.48,993.44,44.1,166.08,-87
180,8,7,5,30.58,993.48,43.99,165.91,-88
181,8,7,5,30.71,993.46,43.87,165.91,-87
182,8,7,5,30.86,993.46,43.72,166.08,-89
183,8,7,5,31.06,993.44,43.51,166.25,-88
184,8,7,5,31.2,993.42,43.23,166.25,-89
185,8,7,5,31.29,993.42,42.96,166.42,-87
186,8,7,5,31.37,993.4,42.73,166.42,-86
187,8,7,5,31.48,993.44,42.56,166.25,-86
188,8,7,5,31.56,993.44,42.36,166.25,-87
189,8,7,5,31.58,993.44,42.15,166.08,-86
190,8,7,5,31.58,993.44,42.0,165.91,-87
191,8,7,5,31.58,993.42,41.89,166.25,-87
192,8,7,5,31.62,993.42,41.85,166.42,-88
193,8,7,5,31.7,993.42,41.78,166.59,-87
194,8,7,5,31.75,993.38,41.71,166.42,-87
195,8,7,5,31.7,993.4,41.6,166.59,-88
196,8,7,5,31.74,993.4,41.63,166.59,-84
